Befehl:,soll SKR03,haben SKR03,profit center, ,Betreff,Betrag (brutto),"Zuordnung
Mnt",Buchungstag Wertstellung,"0,00 €",grün ist okay,BW,AN,RW,JM,KR,IK,SR,Extern,Rest
ER,,,K,,AB Spesenabrechnung XING Mitgliedschaft,"47,40 €",2018-10,19.10.2018,"211.777,33 €",,,,,,,,,,
ER,,,K,,AB Spesenabrechnung OffSite,"215,59 €",2018-10,19.10.2018,"211.561,74 €",,,,,,,,,,
ER,,,K,,Mastercard 2018-09,"103,42 €",2018-09,22.10.2018,"211.458,32 €","211.458,32 €",,,,,,,,,
AR,,,JM,Berenberg-Elena,"BB, Elena 2018-06-01-10138","22.848,00 €",2018-05,23.10.2018,"234.306,32 €",,,,,,,,,"19.200,00 €","0,00 €"
ER,,,K,EWE-Christine,"LHIND, Christine EWE Juni bis Juli","22.334,81 €",2018-07,23.10.2018,"211.971,51 €",,,,,,,,,,
ER,,,K,EWE-Christine,"LHIND, Christine EWE August","12.234,69 €",2018-08,23.10.2018,"199.736,82 €",,,,,,,,,,
ER,,,K,,Reisekosten 20181008_rka-kr-ManageAgile,"224,40 €",2018-10,23.10.2018,"199.512,42 €",,,,,,,,,,
AR,,,"JM, BW",AOK-UnterstützungDDP,AOK / deg 2018-09-05-10199,"58.813,44 €",2018-08,24.10.2018,"258.325,86 €",,"49.423,06 €",,,,,,,,"0,00 €"
AR,,,"JM, AN, BW",AOK-Kommunikation@DDP,AOK / deg 2018-09-20-10201,"31.237,42 €",2018-08,24.10.2018,"289.563,28 €",,"14.164,06 €","12.085,87 €",,,,,,,"0,00 €"
AR,,,JM,HB-EmployerBranding,"HB, 2018-10-09-10203","5.291,99 €",2018-09,24.10.2018,"294.855,27 €",,,,,"3.543,75 €",,,,,"903,30 €"
AR,,,K,HB-Projektraum,HB 2018-10-10-10205,"4.239,38 €",2018-09,24.10.2018,"299.094,65 €",,,,,,,,,"3.562,50 €","0,00 €"
ER,,,JM,,Congstar,"31,58 €",2018-10,24.10.2018,"299.063,07 €","289.531,70 €",,,,,,,,,
ER,,,K,,Susanne Bartel Kanban - doppelt überwiesen - Retour ,"-7.735,00 €",2018-09,24.10.2018,"306.798,07 €","306.789,07 €",,,,,,,,,
ER,,,K,AOK-SeismographKommunikation,20180305 - AOK - Seismograph - reisekosten AN,"166,10 €",2018-03,25.10.2018,"306.631,97 €",,,,,,,,,,
ER,,,K,AOK-SeismographKommunikation,20180322 - AOK - Seismograph - reisekosten AN,"133,30 €",2018-03,25.10.2018,"306.498,67 €",,,,,,,,,,
ER,,,K,AOK-SeismographKommunikation,20180417 - AOK - Seismograph - reisekosten AN,"133,00 €",2018-04,25.10.2018,"306.365,67 €","304.658,33 €",,,,,,,,,
ER,,,K,,Belegabrechnung 2018-07 AN,"53,24 €",2018-07,25.10.2018,"306.312,43 €",,,,,,,,,,
AR,,,JM,CEWE-Transition,cewe - 2018-10-10-10204,"6.633,79 €",2018-09,25.10.2018,"312.946,22 €",,,"1.525,00 €",,"3.775,00 €",,,,,"274,61 €"
ER,,,K,,SIGS Datacom - SC554e-2OG18102509150,"892,50 €",2018-10,25.10.2018,"312.053,72 €",,,,,,,,,,
ER,,,K,,Henrike Keßler - Fotos Anna - Rechnung 15/18,"178,50 €",2018-10,25.10.2018,"311.875,22 €","305.727,07 €",,,,,,,,,
ER,,,K,,Thiermer & Ralf 10745-036,"583,10 €",2018-10,25.10.2018,"311.292,12 €",,,,,,,,,,
AR,,,JM,HB-CloudWorkshop,HB 2018-08-02-10178,"11.424,00 €",2018-07,26.10.2018,"322.716,12 €",,,,,"3.538,00 €",,,,"5.120,00 €","942,00 €"
Gehalt,,,BW,,Gehalt 2018-10,"3.828,55 €",2018-10,26.10.2018,"318.887,57 €",,,,,,,,,,
Gehalt,,,IK,,Gehalt 2018-10,"1.614,53 €",2018-10,26.10.2018,"317.273,04 €",,,,,,,,,,
Gehalt,,,KR,,Gehalt 2018-10,"3.422,16 €",2018-10,26.10.2018,"313.850,88 €",,,,,,,,,,
Gehalt,,,AB,,Gehalt 2018-10,"1.850,55 €",2018-10,26.10.2018,"312.000,33 €",,,,,,,,,,
ER,,,K,,T&R_kommitment KG Bundesanzeiger 2017,"197,54 €",2018-10,26.10.2018,"311.802,79 €",,,,,,,,,,
SV-Beitrag,,,BW,,"KKH HAUPTVERW., HANNOVER | BEITRAG 10/18 FUER 93525026 KOMMISTMENT GMBH + CO. KG SOZIALVERSICHERUNGSBEITRAG KKH 1.389,09 EU R Mandat 0508200382-0202-2","1.389,09 €",2018-10,26.10.2018,"310.413,70 €",,,,,,,,,,
SV-Beitrag,,,KR,,TKAnteilKatja - SEPA-Basislastschrift Techniker Krankenkasse BNR: 93525026 B5640518130 Beitraege 10/18,"2.180,64 €",2018-10,26.10.2018,"308.233,06 €","295.478,36 €",,,,,,,,,
SV-Beitrag,,,IK,,TKAnteilIngo - SEPA-Basislastschrift Techniker Krankenkasse BNR: 93525026 B5640518130 Beitraege 10/18,"1.330,70 €",2018-10,26.10.2018,"306.902,36 €",,,,,,,,,,
ER,,,KR,,20181012_TheLeadershipGift_KR,"84,20 €",2018-10,26.10.2018,"306.818,16 €",,,,,,,,,,
ER,,,JM,,SEPA-Basislastschrift 1u1 Telecom GmbH KD-Nr. K534249484/ RG-Nr. 1 50485401404,"30,55 €",2018-10,29.10.2018,"306.787,61 €","306.787,61 €",,,,,,,,,
ER,,,K,AOK-UnterstützungDDP,Reisekosten 20181024 AOK DDP BW,"350,70 €",2018-10,29.10.2018,"306.436,91 €",,,,,,,,,,
SV-Beitrag,,,KR,,TKNachbuchungGehaltserhöhung - SEPA-Basislastschrift Techniker Krankenkasse BNR: 93525026 B5640518130 Beitraege 10/18,"72,15 €",2018-10,30.10.2018,"306.364,76 €",,,,,,,,,,
ER,,,K,,Überweisungs-Gutschrift Immobilien Scout GmbH 4042.8000.7906 Immobilien S cout GmbH ImmobilienScout24 PREMIUM-Mitgliedschaft,"-29,95 €",2018-10,30.10.2018,"306.394,71 €",,,,,,,,,,
ER,,,K,,Kontoführung Abrechnung vom 31.10.2018,"23,13 €",2018-10,31.10.2018,"306.371,58 €",,,,,,,,,,
SV-Beitrag,,,AB,,DAK Beiträge 01.-31.10.2018,"1.289,40 €",2018-10,01.11.2018,"305.082,18 €",,,,,,,,,,
AR,,,JM,SIGS-Interviews,"SIGS-Datacom Rechnung 2018-10-23-10222
","1.092,40 €",2018-10,01.11.2018,"306.174,58 €",,,,,"750,00 €",,,,,"167,98 €"
ER,,,K,,Büromaterial BW,"49,30 €",2018-10,01.11.2018,"306.125,28 €","306.125,28 €",,,,,,,,,
ER,,,K,,"SEPA-Basislastschrift Zurich Deutscher Herold Lebensversicherung Aktiengesellschaft VERS-NR: 01LV-0721039/8 01.11.18-30.11.18 100,0 0 1.VP:Von Komorowski,Ingo","100,00 €",2018-11,02.11.2018,"306.025,28 €",,,,,,,,,,
ER,,,K,10045-10029_Kanban_EC-IT,Otto - Catering - m_rg_10530_345,"282,75 €",2018-10,05.11.2018,"305.742,53 €",,,,,,,,,,
ER,,,K,,Miete NP1 - hauptsache.net,"824,78 €",2018-11,05.11.2018,"304.917,75 €","304.917,75 €",,,,,,,,,
GV,,,JM,,Kommanditistenentnahme 2018-11,"6.000,00 €",2018-11,5.11.2018,"298.917,75 €",,,,,,,,,,
GV,,,AN,,Kommanditistenentnahme 2018-11,"6.000,00 €",2018-11,5.11.2018,"292.917,75 €",,,,,,,,,,
ER,,,K,HB-Projektraum,mindspace meeting rooms,"3.498,60 €",2018-11,06.11.2018,"289.419,15 €",,,,,,,,,,
ER,,,K,,mite,"35,00 €",2018-11,06.11.2018,"289.384,15 €",,,,,,,,,,
ER,,,K,,Xing - Auszahlung 2018-11-00748016 53 Kanban Management Profes sional I KMP I Training,"-3.049,16 €",2018-11,06.11.2018,"292.433,31 €","292.433,31 €",,,,,,,,,
AR,,,JM,10068-10003_HB_mobileApp,Hanseatic Bank - Rechnung 2018-10-17-10219,"24.638,95 €",2018-09,07.11.2018,"317.072,26 €",,,,,,,,,"20.705,00 €","0,00 €"
ER,,,K,EWE-Katja,20181002_rka-kr-EWE,"199,80 €",2018-10,07.11.2018,"316.872,46 €",,,,,,,,,,
ER,,,K,EWE-Katja,20181004_rka-kr-EWE,"115,80 €",2018-10,07.11.2018,"316.756,66 €",,,,,,,,,,
ER,,,K,EWE-Katja,20181012_rka-kr-EWE,"310,20 €",2018-10,07.11.2018,"316.446,46 €",,,,,,,,,,
ER,,,K,EWE-Katja,20181019_rka-kr-EWE,"268,60 €",2018-10,07.11.2018,"316.177,86 €",,,,,,,,,,
ER,,,K,EWE-Katja,20181025_rka-kr-EWE,"413,40 €",2018-10,07.11.2018,"315.764,46 €",,,,,,,,,,
ER,,,K,CEWE-Transition,20181004 - cewe - Agil - AN,"112,35 €",2018-10,07.11.2018,"315.652,11 €",,,,,,,,,,
ER,,,K,CEWE-Transition,20181011 - cewe - Agil - AN,"44,90 €",2018-10,07.11.2018,"315.607,21 €",,,,,,,,,,
ER,,,K,AOK-Kommunikation@DDP,20181017 - AOK - DDP - reisekosten AN,"331,70 €",2018-10,07.11.2018,"315.275,51 €",,,,,,,,,,
ER,,,K,CEWE-Transition,20181010-RKA-CEWE-JM,"211,94 €",2018-10,07.11.2018,"315.063,57 €",,,,,,,,,,
ER,,,K,CEWE-Transition,RKS-JM-CEWE-20181004,"90,00 €",2018-10,07.11.2018,"314.973,57 €",,,,,,,,,,
ER,,,IK,,Abrechnung_274336_IngoVonKomrowski,"267,42 €",2018-10,07.11.2018,"314.706,15 €",,,,,,,,,,
ER,,,IK,,Abrechnung_280318_IngoVonKomrowski,"117,00 €",2018-10,07.11.2018,"314.589,15 €",,,,,,,,,,
AR,,,K,HB-Vermittlung,Hanseatic Bank - Christine Stumpf Rechnung 2018-10-23-10223,"16.625,49 €",2018-10,07.11.2018,"331.214,64 €","331.214,64 €",,,,"6.985,50 €",,,,,"6.985,50 €"
AR,,,"JM, AN ",10080-10040_WWK/Intersoft Agile Begleitung,Intersoft - Rechnung 2018-10-23-10221,"1.874,25 €",2018-09,09.11.2018,"333.088,89 €",,,,,"1.575,00 €",,,,,"0,00 €"
AR,,,"KR, JM",EWE-Katja,EWE - 2018-10-12-10210,"24.633,00 €",2018-09,09.11.2018,"357.721,89 €",,,,,,"18.150,00 €",,,,"2.550,00 €"
ER,,,K,,Hanseatic Bank - Rechnungsnr. 14 - Joris Schoor,"1.237,60 €",2018-10,09.11.2018,"356.484,29 €",,,,,,,,,,
ER,,,K,10068-10003_HB_mobileApp,Hanseatic Bank - Terence Küderle - Rechnung-112-18-10,"14.565,60 €",2018-10,09.11.2018,"341.918,69 €","341.918,69 €",,,,,,,,,
ER,,,K,,Thiemer & Ralf 10745 036,"785,40 €",2018-11,12.11.2018,"341.133,29 €",,,,,,,,,,
AR,,,BW,10045-10029_Kanban_EC-IT,Otto - 2018-10-11-10208,"53.765,97 €",2018-09,13.11.2018,"394.899,26 €",,"2.778,56 €",,,,,,,"40.871,88 €","1.531,05 €"
AR,,,K,10091-10029_Otto_CloudArchitekturCoaching,Otto - 2018-10-10-10206,"12.138,00 €",2018-09,13.11.2018,"407.037,26 €",,,,,,,,,"10.200,00 €","0,00 €"
ER,,,K,ZalandoAkquise,Zalando Akquise - Inga Skowranek - Kommitment_ZALANDO_RnrSkowranek__23_2018,"263,99 €",2018-10,14.11.2018,"406.773,27 €",,,,,,,,,,
AR,,,"JM, BW",AOK-UnterstützungDDP,AOK / deg - 2018-10-11-10209,"14.184,35 €",2018-09,15.11.2018,"420.957,62 €",,"11.919,62 €",,,,,,,,"0,00 €"
ER,,,K,10068-10003_HB_mobileApp,Christian Amon Rechnung_RE0043_01.11.2018,"249,90 €",2018-10,15.11.2018,"420.707,72 €",,,,,,,,,,
LNSteuer,,,AB,,Lohnsteuer Oktober,"523,20 €",2018-10,15.11.2018,"420.184,52 €",,,,,,,,,,
LNSteuer,,,BW,,Lohnsteuer Oktober,"1.490,09 €",2018-10,15.11.2018,"418.694,43 €",,,,,,,,,,
LNSteuer,,,KR,,Lohnsteuer Oktober,"1.499,50 €",2018-10,15.11.2018,"417.194,93 €",,,,,,,,,,
LNSteuer,,,IK,,Lohnsteuer Oktober,"1.304,19 €",2018-10,15.11.2018,"415.890,74 €",,,,,,,,,,
ER,,,K,,GEZ,"17,49 €",2018-10,15.11.2018,"415.873,25 €",,,,,,,,,,
SV-Beitrag,,,IK,,Techniker-FreiwilligenBeiträge - August bis Oktober SEPA-Basislastschrift Techniker Krankenkasse BNR: 93525026 B5640518130 B eitraege 10/18,"2.396,16 €",2018-10,15.11.2018,"413.477,09 €",,,,,,,,,,
ER,,,K,,Sipgate - Telefonie Büro ,"10,00 €",2018-11,15.11.2018,"413.467,09 €","413.467,09 €",,,,,,,,,
AR,,,"KR, JM",EWE-Ingo,EWE August - Rechnung 2018-10-17-10211,"3.218,95 €",2018-08,16.11.2018,"416.686,04 €",,,,,,,"2.705,00 €",,,"0,00 €"
AR,,,"KR, JM",EWE-Ingo,EWE August - Rechnung 2018-10-17-10213,"3.129,70 €",2018-08,16.11.2018,"419.815,74 €",,,,,,,"2.630,00 €",,,"0,00 €"
AR,,,"KR, JM",EWE-Ingo,EWE August - Rechnung 2018-10-17-10214,"1.677,90 €",2018-08,16.11.2018,"421.493,64 €",,,,,,,"1.410,00 €",,,"0,00 €"
AR,,,"KR, JM",EWE-Ingo,EWE August - Rechnung 2018-10-17-10215,"895,48 €",2018-08,16.11.2018,"422.389,12 €",,,,,,,"752,50 €",,,"0,00 €"
AR,,,"KR, JM",EWE-Ingo,EWE September - Rechnung 2018-10-17-10212,"6.815,73 €",2018-09,16.11.2018,"429.204,85 €",,,,,,,"5.727,50 €",,,"0,00 €"
UstVZ,,,K,,Steuerkasse | STEUERNR 046/638/02084 UMS. ST SEP.18,"19.899,21 €",2018-09,16.11.2018,"409.305,64 €",,,,,,,,,,
AR,,,"KR, JM",EWE-Ingo,EWE September - Rechnung 2018-10-17-10216,"9.674,70 €",2018-09,16.11.2018,"418.980,34 €",,,,,,,"8.130,00 €",,,"0,00 €"
AR,,,"KR, JM",EWE-Ingo,EWE September - Rechnung 2018-10-17-10217,"3.733,63 €",2018-09,16.11.2018,"422.713,97 €",,,,,,,"3.137,50 €",,,"0,00 €"
AR,,,"KR, JM",EWE-Ingo,EWE September - Rechnung 2018-10-17-10218,"3.218,95 €",2018-09,16.11.2018,"425.932,92 €",,,,,,,"2.705,00 €",,,"0,00 €"
ER,,,K,10068-10003_HB_mobileApp,Norman Holz - Hanseatic Bank - R-20181102-60_2018-11-02_KOMM_86,"9.960,30 €",2018-10,16.11.2018,"415.972,62 €","415.972,62 €",,,,,,,,,
AR,,,JM,Jungheinrich-Joris,RG Sept. | Jooris Schoor | Rechnung 2018-10-17-10220,"6.039,25 €",2018-09,19.11.2018,"422.011,87 €",,,,,,,,,"5.075,00 €","0,00 €"
AR,,,JM,10068-10003_HB_mobileApp,RG Okt. | Norman & Terence | Rechnung 2018-11-07-10229,"28.188,42 €",2018-10,19.11.2018,"450.200,29 €",,,,,,,,,"23.687,75 €","0,00 €"
AR,,,JM,HB-EmployerBranding,RG Okt. | Employer Branding & Artikel | Rechnung 2018-11-07-10230,"5.667,38 €",2018-10,19.11.2018,"455.867,67 €",,,,,"4.762,50 €",,,,,"0,00 €"
ER,,,BW,,Telekom,"80,78 €",2018-11,19.11.2018,"455.786,89 €",,,,,,,,,,
ER,,,AN,,Telekom,"59,89 €",2018-11,19.11.2018,"455.727,00 €",,,,,,,,,,
ER,,,AN,,Wolkesicher,"4,99 €",2018-11,19.11.2018,"455.722,01 €","455.722,01 €",,,,,,,,,
ER,,,K,Jungheinrich-Joris,Joris Schoor - Jungheinrich - Rechnungsnr. 15 ,"17.493,00 €",2018-10,20.11.2018,"438.229,01 €",,,,,,,,,,
AR,,,JM,CEWE-Transition,RG Okt. | Anke & Johannes | Rechnung 2018-11-06-10226,"11.322,24 €",2018-10,20.11.2018,"449.551,25 €",,,"4.500,00 €",,"4.600,00 €",,,,"414,49 €","0,00 €"
GWSteuer,,,K,,"SEPA-Basislastschrift STEUERKASSE HAMBURG STEUERNR 046/638/02084 GEW. ST 4VJ.18 14.953,00EUR","14.953,00 €",2018-11,20.11.2018,"434.598,25 €",,,,,,,,,,
AR,,,BW,10045-10029_Kanban_EC-IT,RG Sep. | Ben | Rechnung 2018-10-11-10207,"1.018,73 €",2018-09,21.11.2018,"435.616,98 €",,"856,08 €",,,,,,,,"0,00 €"
ER,,,K,,Mastercard,"2.600,06 €",2018-11,21.11.2018,"433.016,92 €","433.016,92 €",,,,,,,,,
ER,,,K,10079-10045_Audi_agiles_Choaching,20181106-RKA-JM-Audi,"651,95 €",2018-11,21.11.2018,"432.364,97 €",,,,,,,,,,
ER,,,KR,,20181112 TheLeadershipGift KR,"84,20 €",2018-11,21.11.2018,"432.280,77 €",,,,,,,,,,
ER,,,AB,,AB - 1Password Rechnung,"40,99 €",2018-11,21.11.2018,"432.239,78 €",,,,,,,,,,
ER,,,AB,,AB Back Office - Anwendunge n Okt.20,"12,99 €",2018-10,21.11.2018,"432.226,79 €",,,,,,,,,,
ER,,,K,,JM Danfoss Pizza,"311,24 €",2018-11,21.11.2018,"431.915,55 €",,,,,,,,,,
ER,,,KR,,KR Agile Culture Camp,"357,00 €",2018-11,21.11.2018,"431.558,55 €",,,,,,,,,,
ER,,,K,10045-10029_Kanban_EC-IT,sitegeist - M-RG-10597,"17.674,30 €",2018-10,21.11.2018,"413.884,25 €",,,,,,,,,,
ER,,,K,,Essen Offisite - Team Dinner,"210,00 €",2018-10,21.11.2018,"413.674,25 €",,,,,,,,,,
ER,,,K,,Belegerstattung Aug. - Nov. 2018 | JM ,"1.046,83 €",2018-11,21.11.2018,"412.627,42 €",,,,,,,,,,
ER,,,K,,Eimsbüttler Getränkemarkt - Danfoss - Rechnungs-Nr. 18-001178,"61,86 €",2018-11,21.11.2018,"412.565,56 €",,,,,,,,,,
AR,,,K,HB-Projektraum,RG Okt. | Hanseatic Bank - Mindspace - 2018-11-06-10228,"4.239,38 €",2018-10,22.11.2018,"416.804,94 €","416.804,94 €",,,,,,,,,"3.562,50 €"
ER,,,K,,Haftungsvergütung kommitment GF GmbH ,"1.591,03 €",2018-11,22.11.2018,"415.213,91 €",,,,,,,,,,
ER,,,JM,,congstar,"31,67 €",2018-11,23.11.2018,"415.182,24 €",,,,,,,,,,
IS,,,AN,,Interne Stunden - Jul.,"2.162,50 €",2018-07,25.11.2018,"415.182,24 €",,,,,,,,,,
IS,,,JM,,Interne Stunden - Jul.,"1.600,00 €",2018-07,25.11.2018,"415.182,24 €",,,,,,,,,,
IS,,,AN,,Interne Stunden - Aug.,"3.050,00 €",2018-08,25.11.2018,"415.182,24 €",,,,,,,,,,
IS,,,JM,,Interne Stunden - Aug. ,"3.300,00 €",2018-08,25.11.2018,"415.182,24 €",,,,,,,,,,
IS,,,AN,,Interne Stunden - Sept.,"375,00 €",2018-09,25.11.2018,"415.182,24 €",,,,,,,,,,
IS,,,JM,,Interne Stunden - Sept. ,"1.912,50 €",2018-09,25.11.2018,"415.182,24 €",,,,,,,,,,
IS,,,AN,,Interne Stunden - Okt.,"2.825,00 €",2018-10,25.11.2018,"415.182,24 €",,,,,,,,,,
IS,,,JM,,Interne Stunden - Okt. ,"2.112,50 €",2018-10,25.11.2018,"415.182,24 €",,,,,,,,,,
ER,,,K,10091-10029_Otto_CloudArchitekturCoaching,Marcel Böttcher - Otto CloudLab - 308 - 201810 Otto IT-KS,"10.852,80 €",2018-09,26.11.2018,"404.329,44 €",,,,,,,,,,
ER,,,K,HB-CloudLab,Marcel Böttcher - Hanseatic Bank CloudLab - 310 - 201810 Hanseatic Bank,"7.425,60 €",2018-10,26.11.2018,"396.903,84 €",,,,,,,,,,
AR,,,BW,"Werliefertwas-Workshop""KickoffCRMTeam""",RG Okt. | Ben | Rechnung 2018-11-14-10238-10007,"2.380,00 €",2018-10,26.11.2018,"399.283,84 €",,"2.000,00 €",,,,,,,,"0,00 €"
Gehalt,,,BW,,Gehalt 2018-11,"3.828,55 €",2018-11,27.11.2018,"395.455,29 €",,,,,,,,,,
Gehalt,,,KR,,Gehalt 2018-11,"8.894,32 €",2018-11,27.11.2018,"386.560,97 €",,,,,,,,,,
Gehalt,,,IK,,Gehalt 2018-11,"3.211,97 €",2018-11,27.11.2018,"383.349,00 €",,,,,,,,,,
Gehalt,,,AB,,Gehalt 2018-11,"2.317,82 €",2018-11,27.11.2018,"381.031,18 €","381.031,18 €",,,,,,,,,
ER,,,K,,Bahncard ,"125,00 €",2018-11,27.11.2018,"380.906,18 €",,,,,,,,,,
ER,,,JM,,1und1,"29,99 €",2018-11,27.11.2018,"380.876,19 €",,,,,,,,,,
AR,,,"KR, JM",EWE-Katja/Christine,RG Aug. | Katja& Christine | Rechnung 2018-09-03-10188,"34.280,93 €",2018-08,28.11.2018,"415.157,12 €",,,,,,"10.500,00 €",,,"14.737,50 €","3.570,00 €"
ER,,,K,,sipgate - Telefonie Büro ,"13,95 €",2018-11,28.11.2018,"415.143,17 €",,,,,,,,,,
SV-Beitrag,,,BW,,"KKH HAUPTVERW., HANNOVER | BEITRAG 11/18 FUER 93525026 KOMMISTMENT GMBH + CO. KG SOZIALVERSICHERUNGSBEITRAG KKH 1.389,09 EU R Mandat 0508200382-0202-2","1.389,09 €",2018-11,28.11.2018,"413.754,08 €",,,,,,,,,,
SV-Beitrag,,,AB,,SEPA-Basislastschrift DAK-Gesundheit Beitraege 01.11.2018 - 30.1 1.2018 93525026 1611.75,"1.611,75 €",2018-11,28.11.2018,"412.142,33 €",,,,,,,,,,
SV-Beitrag,,,KR,,Anteilig Katja | SEPA-Basislastschrift Techniker Krankenkasse BNR: 93525026 B5640518130 Beitraeg,"4.510,30 €",2018-11,28.11.2018,"407.632,03 €",,,,,,,,,,
SV-Beitrag,,,IK,,Anteilig Ingo | SEPA-Basislastschrift Techniker Krankenkasse BNR: 93525026 B5640518130 Beitraege 11/18,"1.330,70 €",2018-11,28.11.2018,"406.301,33 €",,,,,,,,,,
ER,,,K,EWE-Katja,EWE | 20181102_rka-kr-EWE,"165,65 €",2018-11,30.11.2018,"406.135,68 €",,,,,,,,,,
ER,,,K,EWE-Katja,EWE | 20181105_rka-kr-EWE,"196,35 €",2018-11,30.11.2018,"405.939,33 €",,,,,,,,,,
ER,,,K,EWE-Katja,EWE | 20181107_rka-kr-EWE,"183,32 €",2018-11,30.11.2018,"405.756,01 €",,,,,,,,,,
ER,,,K,EWE-Katja,EWE | 20181112_rka-kr-EWE,"115,80 €",2018-11,30.11.2018,"405.640,21 €",,,,,,,,,,
ER,,,K,EWE-Katja,EWE | 20181116_rka-kr-EWE,"392,10 €",2018-11,30.11.2018,"405.248,11 €",,,,,,,,,,
ER,,,K,EWE-Katja,EWE | 20181122_rka-kr-EWE,"413,40 €",2018-11,30.11.2018,"404.834,71 €",,,,,,,,,,
ER,,,K,10079-10045_Audi_agiles_Choaching,Audi | Jutta Eckstein 18-11-31,"15.152,31 €",2018-11,30.11.2018,"389.682,40 €","389.682,40 €",,,,,,,,,
ER,,,K,,Kontoführung Abrechnung vom 30.11.2018,"24,56 €",2018-11,30.11.2018,"389.657,84 €",,,,,,,,,,
ER,,,K,,hauptsache.net Büromiete ,"824,78 €",2018-12,03.12.2018,"388.833,06 €",,,,,,,,,,
ER,,,K,,Lebensversicherung Ingo,"100,00 €",2018-12,03.12.2018,"388.733,06 €",,,,,,,,,,
GV,,,JM,,Quartals EkSt. Vorauszahlung,"17.283,00 €",2018-12,05.12.2018,"371.450,06 €",,,,,,,,,,
GV,,,JM,,Kommanditistenentnahme 2018-12,"6.000,00 €",2018-12,5.12.2018,"365.450,06 €",,,,,,,,,,
GV,,,AN,,Kommanditistenentnahme 2018-12,"6.000,00 €",2018-12,5.12.2018,"359.450,06 €",,,,,,,,,,
ER,,,K,10091-10029_Otto_CloudArchitekturCoaching,Marcel Böttcher - Rechnung Nr. 311,"10.852,80 €",2018-10,06.12.2018,"348.597,26 €",,,,,,,,,,
ER,,,K,,Digital Deck - Philipp Refeld RE-DD-0217,"580,72 €",2018-11,06.12.2018,"348.016,54 €",,,,,,,,,,
AR,,,"JM, AN, BW",AOK-Kommunikation@DDP,RG Okt. | Anke&Ben | Rechnung 2018-11-06-10224,"5.596,69 €",2018-10,06.12.2018,"353.613,23 €",,"328,13 €","4.374,97 €",,,,,,,"0,00 €"
AR,,,"JM, BW",AOK-UnterstützungDDP,RG Okt. | Ben | Rechnung 2018-11-06-10225,"5.856,94 €",2018-10,06.12.2018,"359.470,17 €",,"4.921,80 €",,,,,,,,"0,00 €"
GV,,,AN,,Quartals EkSt. Vorauszahlung,"9.900,00 €",2018-12,06.12.2018,"349.570,17 €",,,,,,,,,,
ER,,,K,,mite-Dezember 2018,"30,00 €",2018-12,06.12.2018,"349.540,17 €",,,,,,,,,,
ER,,,K,HB-Projektraum,mindspace meeting rooms,"3.498,60 €",2018-12,06.12.2018,"346.041,57 €",,,,,,,,,,
ER,,,K,,mindspace office kommitment,"2.927,40 €",2018-12,06.12.2018,"343.114,17 €",,,,,,,,,,
ER,,,K,,mindspace meeting rooms,"1.576,75 €",2018-12,06.12.2018,"341.537,42 €",,,,,,,,,,
ER,,,K,,2018-11 Belegabrechnung AN - Belege,"134,49 €",2018-11,06.12.2018,"341.402,93 €",,,,,,,,,,
ER,,,K,,20181130 rka-kr-EWE,"392,10 €",2018-11,06.12.2018,"341.010,83 €",,,,,,,,,,
ER,,,K,,20181204 k iPad Pro BW,"1.383,00 €",2018-12,06.12.2018,"339.627,83 €",,,,,,,,,,
ER,,,K,,20181203ErstattungBueromaterialAB,"55,00 €",2018-12,06.12.2018,"339.572,83 €",,,,,,,,,,
ER,,,K,,Druckerei Hoodies_Rechnung Nr. 18 Kunden Nr.: 10014,"365,81 €",2018-12,06.12.2018,"339.207,02 €","339.207,02 €",,,,,,,,,
AR,,,JM,HB-CloudLab,RG Okt. | Marcel & Joris | Rechnung 2018-11-15-10240-10003,"10.829,00 €",2018-10,06.12.2018,"350.036,02 €",,,,,,,,,"9.100,00 €","0,00 €"
AR,,,"KR, JM",EWE-Ingo,RG Okt. | Ingo | Rechnung 2018-11-08-10231,"2.882,78 €",2018-10,07.12.2018,"352.918,80 €",,,,,,,"2.422,50 €",,,"0,00 €"
AR,,,"KR, JM",EWE-Ingo,RG Okt. | Ingo | Rechnung 2018-11-08-10233,"559,30 €",2018-10,07.12.2018,"353.478,10 €",,,,,,,"470,00 €",,,"0,00 €"
AR,,,"KR, JM",EWE-Katja,RG Okt. | Katja | Rechnung 2018-11-08-10236,"22.020,95 €",2018-10,07.12.2018,"375.499,05 €",,,,,,"16.125,00 €",,,,"2.380,00 €"
AR,,,"KR, JM",EWE-Ingo,RG Okt. | Ingo | Rechnung 2018-11-08-10235,"3.126,73 €",2018-10,07.12.2018,"378.625,78 €",,,,,,,"2.627,50 €",,,"0,00 €"
AR,,,"KR, JM",EWE-Ingo,RG Okt. | Ingo | Rechnung 2018-11-08-10234,"2.858,98 €",2018-10,07.12.2018,"381.484,76 €",,,,,,,"2.402,50 €",,,"0,00 €"
ER,,,K,10045-10029_Kanban_EC-IT,sitegeist - m-rg-10652-473,"198,54 €",2018-11,07.12.2018,"381.286,22 €",,,,,,,,,,
ER,,,K,,DPMA - solutionlab Wortmarke - Aktenzeichen 30 2018 234 617.4/35 Geb.- Nr: 331 000,"290,00 €",2018-11,10.12.2018,"380.996,22 €",,,,,,,,,,
